Date,dwpf
2018-11-21,29.775
2018-11-22,3.9
2018-11-23,3.9
2018-11-24,34.733333333333334
2018-11-25,41.0
2018-11-26,42.1
2018-11-27,37.0
2018-11-28,28.9
2018-11-29,28.0
2018-11-30,33.1
2018-12-01,33.1
2018-12-02,41.0
2018-12-03,45.0
2018-12-04,26.55
2018-12-05,19.0
2018-12-06,26.1
2018-12-07,27.0
2018-12-08,15.1
2018-12-09,19.0
2018-12-10,19.9
2018-12-11,19.0
2018-12-12,21.0
2018-12-13,23.0
2018-12-14,37.9
2018-12-15,46.0
2018-12-16,36.0
2018-12-17,33.45
2018-12-18,19.9
2018-12-19,21.0
2018-12-20,36.0
2018-12-21,61.55
2018-12-22,53.1
2018-12-23,24.1
2018-12-24,33.1
2018-12-25,26.1
2018-12-26,25.0
2018-12-27,26.1
2018-12-28,53.35
2018-12-29,51.1
2018-12-30,25.0
2018-12-31,37.9
2019-01-01,48.0
2019-01-02,19.9
2019-01-03,33.1
2019-01-04,30.9
2019-01-05,37.0
2019-01-06,33.45
2019-01-07,7.0
2019-01-08,34.0
2019-01-09,36.0
2019-01-10,21.0
2019-01-11,12.9
2019-01-12,8.1
2019-01-13,7.0
2019-01-14,14.0
2019-01-15,21.0
2019-01-16,21.9
2019-01-17,10.9
2019-01-18,28.0
2019-01-19,26.55
2019-01-20,25.0
2019-01-21,-9.0
2019-01-22,6.1
2019-01-23,39.9
2019-01-24,54.0
2019-01-25,21.9
2019-01-26,15.1
2019-01-27,28.9
2019-01-28,19.0
2019-01-29,26.1
2019-01-30,25.0
2019-01-31,-9.9
2019-02-01,-0.9
2019-02-02,21.0
2019-02-03,32.0
2019-02-04,39.0
2019-02-05,44.1
2019-02-06,35.1
2019-02-07,37.0
2019-02-08,44.1
2019-02-09,7.0
2019-02-10,15.1
2019-02-11,19.0
2019-02-12,23.880000000000003
2019-02-13,32.55
2019-02-14,23.0
2019-02-15,41.0
2019-02-16,25.0
2019-02-17,26.55
2019-02-18,27.5
2019-02-19,6.1
2019-02-20,22.275
2019-02-21,35.1
2019-02-22,23.0
2019-02-23,26.1
2019-02-24,37.9
2019-02-25,28.9
2019-02-26,10.9
2019-02-27,16.0
2019-02-28,16.0
2019-03-01,24.1
2019-03-02,28.0
2019-03-03,31.45
2019-03-04,30.9
2019-03-05,10.0
2019-03-06,5.0
2019-03-07,10.0
2019-03-08,17.1
2019-03-09,24.1
2019-03-10,34.0
2019-03-11,34.0
2019-03-12,23.0
2019-03-13,26.1
2019-03-14,39.9
2019-03-15,53.26666666666667
2019-03-16,39.0
2019-03-17,19.9
2019-03-18,17.1
2019-03-19,19.9
2019-03-20,27.0
2019-03-21,35.6
2019-03-22,37.9
2019-03-23,29.1
2019-03-24,21.0
2019-03-25,28.0
2019-03-26,7.0
2019-03-27,21.0
2019-03-28,35.1
2019-03-29,46.9
2019-03-30,46.65
2019-03-31,53.1
2019-04-01,24.1
2019-04-02,30.0
2019-04-03,34.55
2019-04-04,18.0
2019-04-05,32.733333333333334
2019-04-06,44.1
2019-04-07,44.1
2019-04-08,50.0
2019-04-09,42.4
2019-04-10,41.0
2019-04-11,27.0
2019-04-12,55.9
2019-04-13,57.9
2019-04-14,61.0
2019-04-15,62.1
2019-04-16,28.0
2019-04-17,30.9
2019-04-18,46.9
2019-04-19,64.0
2019-04-20,64.9
2019-04-21,55.45
2019-04-22,57.0
2019-04-23,54.0
2019-04-24,52.0
2019-04-25,43.0
2019-04-26,51.5
2019-04-27,45.0
2019-04-28,43.0
2019-04-29,35.1
2019-04-30,45.0
2019-05-01,45.5
2019-05-02,52.8
2019-05-03,53.35
2019-05-04,59.0
2019-05-05,57.9
2019-05-06,46.9
2019-05-07,57.0
2019-05-08,51.1
2019-05-09,35.1
2019-05-10,60.95
2019-05-11,54.5
2019-05-12,41.0
2019-05-13,43.0
2019-05-14,43.0
2019-05-15,46.9
2019-05-16,46.9
2019-05-17,61.0
2019-05-18,44.1
2019-05-19,64.0
2019-05-20,66.9
2019-05-21,45.0
2019-05-22,46.9
2019-05-23,59.55
2019-05-24,59.18333333333334
2019-05-25,50.0
2019-05-26,61.0
2019-05-27,51.1
2019-05-28,53.55
2019-05-29,55.45
2019-05-30,59.0
2019-05-31,60.55
2019-06-01,59.0
2019-06-02,62.1
2019-06-03,48.9
2019-06-04,48.0
2019-06-05,66.0
2019-06-06,66.9
2019-06-07,60.1
2019-06-08,57.9
2019-06-09,51.1
2019-06-10,64.9
2019-06-11,66.9
2019-06-12,51.1
2019-06-13,53.55
2019-06-14,55.0
2019-06-15,55.0
2019-06-16,66.0
2019-06-17,64.0
2019-06-18,66.0
2019-06-19,64.9
2019-06-20,70.55
2019-06-21,70.0
2019-06-22,55.9
2019-06-23,53.1
2019-06-24,59.0
2019-06-25,70.06666666666666
2019-06-26,68.55
2019-06-27,64.9
2019-06-28,61.0
2019-06-29,70.0
2019-06-30,66.9
2019-07-01,59.0
2019-07-02,64.0
2019-07-03,66.0
2019-07-04,66.0
2019-07-05,70.0
2019-07-06,72.0
2019-07-07,70.0
2019-07-08,61.0
2019-07-09,59.0
2019-07-10,64.0
2019-07-11,70.0
2019-07-12,71.35
2019-07-13,64.0
2019-07-14,66.0
2019-07-15,57.9
2019-07-16,66.0
2019-07-17,73.0
2019-07-18,73.0
2019-07-19,75.0
2019-07-20,75.23333333333333
2019-07-21,72.0
2019-07-22,68.0
2019-07-23,64.0
2019-07-24,64.0
2019-07-25,61.0
2019-07-26,64.9
2019-07-27,66.9
2019-07-28,68.0
2019-07-29,69.1
2019-07-30,70.0
2019-07-31,71.1
2019-08-01,66.9
2019-08-02,61.0
2019-08-03,68.36666666666666
2019-08-04,64.0
2019-08-05,59.0
2019-08-06,66.9
2019-08-07,72.0
2019-08-08,68.0
2019-08-09,61.0
2019-08-10,55.0
2019-08-11,55.9
2019-08-12,61.0
2019-08-13,71.1
2019-08-14,66.9
2019-08-15,64.0
2019-08-16,64.9
2019-08-17,71.1
2019-08-18,73.13333333333334
2019-08-19,71.1
2019-08-20,68.0
2019-08-21,72.5
2019-08-22,72.0
2019-08-23,64.0
2019-08-24,55.9
2019-08-25,55.9
2019-08-26,53.1
2019-08-27,57.9
2019-08-28,66.9
2019-08-29,66.0
2019-08-30,64.9
2019-08-31,61.0
2019-09-01,57.0
2019-09-02,69.1
2019-09-03,62.1
2019-09-04,69.1
2019-09-05,55.9
2019-09-06,55.9
2019-09-07,53.1
2019-09-08,53.1
2019-09-09,57.9
2019-09-10,63.0
2019-09-11,70.0
2019-09-12,66.9
2019-09-13,51.1
2019-09-14,65.63333333333334
2019-09-15,64.9
2019-09-16,57.9
2019-09-17,48.9
2019-09-18,48.9
2019-09-19,46.9
2019-09-20,52.0
2019-09-21,61.0
2019-09-22,62.1
2019-09-23,66.9
2019-09-24,60.1
2019-09-25,52.0
2019-09-26,62.55
2019-09-27,52.0
2019-09-28,66.0
2019-09-29,64.9
2019-09-30,54.0
2019-10-01,64.0
2019-10-02,69.1
2019-10-03,48.0
2019-10-04,49.45
2019-10-05,37.0
2019-10-06,60.1
2019-10-07,61.1
2019-10-08,57.0
2019-10-09,48.0
2019-10-10,44.1
2019-10-11,46.0
2019-10-12,50.0
2019-10-13,50.0
2019-10-14,53.1
2019-10-15,39.0
2019-10-16,53.1
2019-10-17,53.8
2019-10-18,39.9
2019-10-19,36.0
2019-10-20,48.9
2019-10-21,48.9
2019-10-22,54.0
2019-10-23,53.1
2019-10-24,39.0
2019-10-25,46.9
2019-10-26,46.9
2019-10-27,48.9
2019-10-28,48.0
2019-10-29,54.0
2019-10-30,57.9
2019-10-31,66.0
2019-11-01,66.0
2019-11-02,32.0
2019-11-03,33.1
2019-11-04,35.1
2019-11-05,48.9
2019-11-06,30.9
2019-11-07,44.1
2019-11-08,28.9
2019-11-09,19.0
2019-11-10,30.0
2019-11-11,35.1
2019-11-12,36.0
2019-11-13,10.9
2019-11-14,21.9
2019-11-15,27.0
2019-11-16,24.1
2019-11-17,27.0
2019-11-18,33.1
2019-11-19,37.9
2019-11-20,38.266666666666666
2019-11-21,34.0
2019-11-22,41.6
2019-11-23,27.0
2019-11-24,37.0
2019-11-25,34.0
2019-11-26,37.9
2019-11-27,44.1
2019-11-28,37.9
2019-11-29,21.0
2019-11-30,19.0
2019-12-01,28.133333333333336
2019-12-02,30.066666666666666
2019-12-03,26.225
2019-12-04,28.9
2019-12-05,28.9
2019-12-06,28.0
2019-12-07,18.0
2019-12-08,22.0
2019-12-09,48.9
2019-12-10,48.9
2019-12-11,32.0
2019-12-12,16.0
2019-12-13,35.1
2019-12-14,50.0
2019-12-15,33.45
2019-12-16,19.0
2019-12-17,27.0
2019-12-18,28.0
2019-12-19,7.475
2019-12-20,12.0
2019-12-21,19.9
2019-12-22,26.1
2019-12-23,34.0
2019-12-24,30.9
2019-12-25,25.0
2019-12-26,28.0
2019-12-27,41.0
2019-12-28,36.0
2019-12-29,34.0
2019-12-30,34.0
2019-12-31,33.1
2020-01-01,30.0
2020-01-02,30.9
2020-01-03,39.9
2020-01-04,39.9
2020-01-05,33.1
2020-01-06,30.0
2020-01-07,23.0
2020-01-08,26.1
2020-01-09,10.0
2020-01-10,39.9
2020-01-11,54.0
2020-01-12,57.9
2020-01-13,34.0
2020-01-14,36.0
2020-01-15,37.9
2020-01-16,35.833333333333336
2020-01-17,7.0
2020-01-18,18.0
2020-01-19,28.0
2020-01-20,10.0
2020-01-21,3.9
2020-01-22,19.0
2020-01-23,21.0
2020-01-24,28.0
2020-01-25,39.9
2020-01-26,39.0
2020-01-27,28.9
2020-01-28,26.1
2020-01-29,19.9
2020-01-30,15.1
2020-01-31,28.9
2020-02-01,34.0
2020-02-02,30.0
2020-02-03,30.9
2020-02-04,33.1
2020-02-05,28.9
2020-02-06,32.55
2020-02-07,36.025
2020-02-08,21.0
2020-02-09,23.0
2020-02-10,39.0
2020-02-11,37.9
2020-02-12,30.0
2020-02-13,36.0
2020-02-14,26.1
2020-02-15,16.0
2020-02-16,24.1
2020-02-17,26.1
2020-02-18,33.1
2020-02-19,33.333333333333336
2020-02-20,12.0
2020-02-21,5.0
2020-02-22,17.1
2020-02-23,23.0
2020-02-24,30.0
2020-02-25,43.0
2020-02-26,41.55
2020-02-27,42.275
2020-02-28,10.9
2020-02-29,15.1
2020-03-01,15.1
2020-03-02,37.9
2020-03-03,46.9
2020-03-04,44.1
2020-03-05,26.1
2020-03-06,32.0
2020-03-07,23.0
2020-03-08,26.1
2020-03-09,30.9
2020-03-10,48.9
2020-03-11,42.1
2020-03-12,35.1
2020-03-13,55.0
2020-03-14,24.1
2020-03-15,26.1
2020-03-16,23.0
2020-03-17,40.45
2020-03-18,30.0
2020-03-19,41.0
2020-03-20,55.9
2020-03-21,37.0
2020-03-22,19.9
2020-03-23,30.9
2020-03-24,34.0
2020-03-25,37.0
2020-03-26,35.1
2020-03-27,39.9
2020-03-28,39.9
2020-03-29,45.0
2020-03-30,37.96666666666667
2020-03-31,34.0
2020-04-01,30.45
2020-04-02,36.0
2020-04-03,44.1
2020-04-04,42.9
2020-04-05,44.1
2020-04-06,41.0
2020-04-07,32.0
2020-04-08,43.0
2020-04-09,46.325
2020-04-10,28.9
2020-04-11,27.0
